%t[ms]	X 
8.58285828583	0.43492065931 
2.36423642364	0.340858421316 
1.00910091009	0.239693412888 
7.15171517152	0.41332277341 
7.39573957396	0.411732967195 
3.27532753275	0.40978753864 
8.88288828883	0.41535956215 
9.82098209821	0.438365607986 
5.92059205921	0.409868607246 
6.51865186519	0.427251436588 
6.62466246625	0.424632476703 
1.02910291029	0.24776505767 
0.24102410241	0.0788078247607 
5.16851685169	0.422364354842 
0.22302230223	0.0587283721054 
7.42174217422	0.449991351982 
7.93479347935	0.451379697258 
4.31643164316	0.422163266117 
6.27462746275	0.434409350888 
3.49634963496	0.390407952649 
6.06660666067	0.423584315619 
7.03470347035	0.433799846164 
6.97069706971	0.412051019701 
2.82928292829	0.387026115282 
7.14571457146	0.425919073525 
4.41144114411	0.404525743974 
2.58925892589	0.375078816977 
1.37913791379	0.277999558628 
0.41604160416	0.126334966769 
1.09910991099	0.233712905576 
2.06120612061	0.337526503847 
4.36743674367	0.417495043519 
8.82188218822	0.429515047352 
1.81718171817	0.327041396976 
9.0499049905	0.434750029487 
2.24122412241	0.351301863161 
1.73117311731	0.333581064291 
7.89578957896	0.447888865693 
0.630063006301	0.156874668436 
8.86788678868	0.44275097829 
2.33523352335	0.344904121733 
7.59475947595	0.449742358136 
1.43714371437	0.278843225263 
5.04550455046	0.425175276586 
0.873087308731	0.196386778678 
2.16321632163	0.348194716355 
2.90129012901	0.373265188961 
2.59125912591	0.374130750548 
4.35443544354	0.422176386912 
0.04600460046	-0.00248515060616 
4.64646464646	0.433355586822 
9.27592759276	0.438372424271 
9.58395839584	0.441608333843 
1.00310031003	0.245189668675 
1.52715271527	0.279921815313 
3.0503050305	0.373777821438 
5.55255525553	0.444767584103 
1.63216321632	0.312083981256 
0.46504650465	0.145439353974 
0.0710071007101	0.0183925739238 
9.46094609461	0.438863836389 
3.00430043004	0.386602286304 
6.74467446745	0.424358821199 
3.82938293829	0.415974256313 
9.03590359036	0.445320208448 
4.35243524352	0.428846895733 
4.37743774377	0.429875168566 
4.33943394339	0.402862988125 
6.76267626763	0.449619104429 
4.17541754175	0.414689214416 
6.61466146615	0.442965917564 
5.26252625263	0.434999206314 
2.32423242324	0.349912661594 
0.682068206821	0.175850133917 
5.66556655666	0.408324021281 
9.62496249625	0.429655938067 
9.09290929093	0.451305154733 
0.01900190019	0.0154272534161 
5.0295029503	0.432927843266 
6.36863686369	0.446168045296 
2.01220122012	0.340208804211 
9.8199819982	0.44004893834 
2.42824282428	0.361268508183 
2.84628462846	0.398429251789 
0.537053705371	0.135322949489 
9.35093509351	0.448596922992 
5.64056405641	0.410629620775 
7.51375137514	0.447525082906 
2.51825182518	0.348047944259 
3.73537353735	0.393156262522 
6.90269026903	0.430699714905 
8.13881388139	0.420192364868 
8.68186818682	0.413920328167 
0.14301430143	0.0268350996127 
7.09570957096	0.416948845966 
9.19091909191	0.433106177072 
6.44364436444	0.417088175888 
9.71297129713	0.439786589634 
2.12521252125	0.35598946016 
4.34643464346	0.421869626552 
3.08930893089	0.380224813646 
3.74137413741	0.40297200805 
6.15861586159	0.419543789511 
1.53915391539	0.286947409765 
3.46534653465	0.413105179007 
0.3500350035	0.0914171115295 
9.37693769377	0.44830016593 
5.97059705971	0.41056435143 
4.20442044204	0.42848515377 
8.61686168617	0.429220884044 
9.66396639664	0.425833646577 
4.15541554155	0.411427766399 
3.6603660366	0.399450044399 
4.11441144114	0.421152712284 
9.199919992	0.430445235187 
7.39173917392	0.421308300654 
9.32293229323	0.41760813586 
3.27432743274	0.385335589983 
0.22202220222	0.0652929663032 
4.88748874887	0.403453717776 
5.16551655166	0.437898569393 
1.55415541554	0.305798620217 
3.27332733273	0.389691910418 
8.87188718872	0.419529826497 
3.68736873687	0.4031168683 
4.24842484248	0.406979015838 
0.0850085008501	0.0156720549831 
2.23822382238	0.3437456361 
0.503050305031	0.115302726136 
3.53335333533	0.393805571776 
1.500150015	0.287496166925 
6.67066706671	0.438813893486 
6.12461246125	0.428075234636 
0.718071807181	0.179632939547 
7.90779077908	0.439397350475 
6.15761576158	0.440741481846 
6.49464946495	0.445019195055 
6.85868586859	0.446055943671 
2.75127512751	0.383670780261 
4.59145914591	0.436404882778 
4.8404840484	0.42862023346 
5.31253125313	0.40897559198 
2.24922492249	0.369067423268 
0.767076707671	0.169957189988 
5.99659965997	0.408988500448 
0.768076807681	0.196863173363 
6.80268026803	0.439248532193 
6.15161516152	0.445107831854 
6.67466746675	0.426746059309 
3.58935893589	0.389387905747 
